DMU,Year,Ticker,Firm,Sector,Current Ratio (C/R),Asset Turnover (A/T),Debt to Asset (D/A),Return (R),Risk (σ),Cluster,Efficiency Score (E)
1331,2024,TKNO,Alpha Teknova Inc,35,5.014131816,0.297404553,0.305296447,0.78726053,0.063432481,1,0.5647519347512213
1334,2024,TLRY,Tilray Brands Inc,35,2.032822627,0.190765167,0.197566798,-0.512328234,0.047918079,1,0.7520336752786217
1335,2024,TLS,Telos Corp,45,3.937383364,0.653376906,0.213519581,-0.174002468,0.06807508,1,0.3183013494640159
1338,2024,TMDX,TransMedics Group Inc,35,9.113394736,0.539457288,0.76581005,-0.208441032,0.044332174,1,0.2120420327207837
1341,2024,TNGX,Tango Therapeutics Inc,35,7.802412768,0.112489037,0.355395918,-1.172411981,0.053902618,1,0.23860220446544214
1345,2024,TOMZ,TOMI Environmental Solutions Inc,20,4.268874479,0.65076404,0.402937091,0.019231344,0.052781235,1,0.43985173098003205
1356,2024,TSHA,Taysha Gene Therapies Inc,35,4.467041986,0.056148597,0.537827392,0.011628027,0.06719788,1,0.3292640926136576
1358,2024,TSVT,2seventy bio Inc,35,4.227066823,0.086968996,0.558842523,-0.33257735,0.051345683,1,0.42807512146403687
1362,2024,TTGT,TechTarget Inc,50,9.580692709,0.316948297,0.673440556,-0.546995051,0.031077325,1,0.31740730185380683
1364,2024,TTNP,Titan Pharmaceuticals Inc,35,8.271428571,0.03030303,0.120349145,-0.922406939,0.068980318,1,0.2238609237245752
1370,2024,TWST,Twist Bioscience Corp,35,4.883756302,0.450087221,0.230552983,0.293797903,0.043000702,1,0.5877103849230767
1372,2024,TXMD,TherapeuticsMD Inc,35,1.88332736,0.03867333,0.317189156,-0.996691108,0.029549905,1,1.0
1396,2024,USLM,United States Lime & Minerals Inc,15,16.86023826,0.6351198,0.09776908,1.062449899,0.025434968,1,1.0
1398,2024,UTMD,Utah Medical Products Inc,35,23.77241144,0.33227232,0.049603769,-0.288032492,0.013615902,1,1.0
1408,2024,VERU,Veru Inc,30,2.967896866,0.305789464,0.465118589,-0.102278926,0.061304901,1,0.48978864227002195
1409,2024,VERV,Verve Therapeutics Inc,35,15.89873041,0.03424167,0.214973643,-0.909173288,0.055981095,1,0.24883008816821595
1412,2024,VICR,Vicor Corp,20,7.038915511,0.581429272,0.114685609,0.140652244,0.035680163,1,0.4638037845973501
1413,2024,VIR,Vir Biotechnology Inc,35,10.46318378,0.045701895,0.15534956,-0.358988343,0.039229834,1,0.3890255535697429
1420,2024,VNDA,Vanda Pharmaceuticals Inc,35,4.792091668,0.293898079,0.163598203,0.058018414,0.040459371,1,0.5848637021574519
1423,2024,VRAR,Glimpse Group Inc(The),45,1.228227319,0.443415119,0.287304334,0.764456241,0.079520666,1,0.7584624974593513
1425,2024,VRDN,Viridian Therapeutics Inc,35,18.81239686,0.000487418,0.087550356,-0.153479777,0.042726752,1,0.5669999218458789
1437,2024,VTGN,Vistagen Therapeutics Inc,35,19.94064303,0.007443204,0.075232866,-0.557191547,0.034350519,1,0.6318497648610559
1439,2024,VTSI,VirTra Inc,20,3.823131211,0.468781238,0.342788534,-0.385010424,0.05102657,1,0.43364458474090356
1440,2024,VTVT,vTv Therapeutics Inc,35,4.664390422,0.025835955,0.704255828,0.245774403,0.072040737,1,0.37282198103250114
1441,2024,VUZI,Vuzix Corp,45,9.477411205,0.09126232,0.058866581,0.605712851,0.060870262,1,0.4864984467726379
1444,2024,VYGR,Voyager Therapeutics Inc,35,6.702020316,0.389234638,0.261538708,-0.462035446,0.044135923,1,0.27807159649725566
1445,2024,VYNE,VYNE Therapeutics Inc,35,8.834117738,0.00559898,0.118384927,0.384784887,0.04692555,1,0.6241597399434404
1468,2024,WULF,Terawulf Inc.,45,0.648204081,0.309472099,0.244286354,0.900514763,0.073906451,1,1.0
1474,2024,XBIO,Xenetic Biosciences Inc,35,8.00727802,0.272182966,0.111171045,0.112627163,0.045936875,1,0.305145786546304
1483,2024,XNCR,Xencor Inc,35,7.607723434,0.117397181,0.320336107,0.020664587,0.034144917,1,0.5077869582067238
1484,2024,XOMA,XOMA Royalty Corp,35,8.523118682,0.093904325,0.613334623,0.229537673,0.034030832,1,0.5311754635746639
1505,2024,ZTEK,Zentek Ltd,35,3.212018567,0.001741752,0.111639591,-0.300892292,0.045518581,1,1.0
1508,2024,ZYME,Zymeworks Inc,35,6.104904985,0.116400255,0.215902552,0.343876643,0.028226997,1,1.0
1516,2023,ABSI,Absci Corp,35,5.723802827,0.025058859,0.150923,0.619719671,0.061591248,1,0.5734260920462132
1534,2023,ADPT,Adaptive Biotechnologies Corp,35,5.084718497,0.229613628,0.474282673,-0.464888534,0.047263193,1,0.36862608506472344
1540,2023,ADVM,Adverum Biotechnologies Inc,35,4.150165689,0.014087979,0.439274939,0.162597064,0.050552057,1,0.6157487678703834
1541,2023,AEHR,Aehr Test Systems,45,5.877708951,0.842793298,0.209547997,0.366469189,0.054561402,1,0.40702945584507655
1542,2023,AEI,Alset Inc,60,17.81547924,0.139922948,0.044036336,-0.948767381,0.050762426,1,0.32836740889084937
1546,2023,AEVA,Aeva Technologies Inc,45,17.6600622,0.009364174,0.066595358,-0.523931996,0.056197123,1,0.32014707072038423
1548,2023,AGAE,Allied Gaming & Entertainment Inc,25,22.01053215,0.07190543,0.102469733,-0.037041347,0.039114164,1,0.42505331801363017
1551,2023,AGIO,Agios Pharmaceuticals Inc,35,13.94445298,0.02144374,0.110209938,-0.212035842,0.023258091,1,1.0
1567,2023,ALGS,Aligos Therapeutics Inc,35,3.713762725,0.142350455,0.319945353,-0.347597703,0.055519514,1,0.4078771925619454
1571,2023,ALLO,Allogene Therapeutics Inc,35,9.618541122,0.000131266,0.191355345,-0.584666565,0.045482514,1,1.0
1575,2023,ALT,Altimmune Inc,35,12.44589879,0.001500202,0.097814222,-0.328824023,0.074047936,1,0.2804035176320976
1582,2023,AMLX,Amylyx Pharmaceuticals Inc,35,7.852340278,0.684403137,0.128846936,-0.893756084,0.037852248,1,0.28152696500934793
1583,2023,AMPG,AmpliTech Group Inc,45,8.876965979,0.460845038,0.186353194,-0.096276801,0.03576535,1,0.28101349688630456
1589,2023,AMST,Amesite Inc,25,18.58352758,0.091488509,0.046873293,0.040821955,0.09609359,1,0.19234969122047946
1593,2023,ANAB,AnaptysBio Inc,35,12.27336707,0.027619299,0.666745746,-0.310528314,0.034123603,1,0.4954035668410739
1611,2023,APYX,Apyx Medical Corp,35,3.328213203,0.873100324,0.373677496,0.03891538,0.065422601,1,0.4253140260770465
1612,2023,AQMS,Aqua Metals Inc,20,2.475793097,0.00076147,0.305737674,-0.414198801,0.043697251,1,1.0
1628,2023,ASLE,AerSale Corp,20,5.481331777,0.617123648,0.17516424,-0.235123484,0.032378738,1,0.6076257663923792
1633,2023,ASTC,Astrotech Corp,45,19.23911214,0.023558664,0.055431235,-0.196163302,0.030657514,1,0.892384712088895
1636,2023,ASTS,AST SpaceMobile Inc,50,7.278549689,0.031338263,0.212063093,0.301598271,0.053321879,1,0.410436966983088
1644,2023,ATOM,Atomera Inc,45,7.477963998,0.000194776,0.225278043,0.122788472,0.050160882,1,1.0
1658,2023,AWRE,Aware Inc,45,5.463387771,0.361468611,0.227583322,-0.029675811,0.037559274,1,0.5502272985896443
1661,2023,AXTI,AXT Inc,45,2.424823878,0.230613289,0.21369783,-0.599294206,0.040024496,1,0.7877966058484781
1662,2023,AYRO,Ayro Inc,25,24.4605213,0.018286045,0.15587456,-0.693147181,0.052748833,1,0.27757793300449035
1664,2023,AZTA,Azenta Inc,35,6.727205492,0.201480738,0.12170966,0.100018836,0.032297078,1,0.6120038836397564
1677,2023,BEAM,Beam Therapeutics Inc,35,4.934931723,0.061336241,0.419841771,-0.315577396,0.039273142,1,0.5792518897446556
1683,2023,BIAF,bioAffinity Technologies Inc,35,7.895480831,0.030880625,0.141600134,-0.058743373,0.067232776,1,0.2234455576697918
1693,2023,BLBX,Blackboxstocks Inc,45,1.298163801,0.497033619,0.290815205,0.768237632,0.094548798,1,0.5875649970938829
1694,2023,BLDE,Blade Air Mobility Inc,20,7.720774059,0.671785638,0.168713633,0.043422119,0.04297933,1,0.28003575907896555
1695,2023,BLFS,Biolife Solutions Inc,35,2.919855264,0.236007692,0.192178414,-0.083775382,0.04442343,1,0.8760970043385438
1706,2023,BOLT,Bolt Biotherapeutics Inc,35,7.40017164,0.035988246,0.250557785,-0.201482058,0.039254624,1,0.4529160013249723
1714,2023,BRTX,BioRestorative Therapies Inc,35,19.78878012,0.009094538,0.053248173,-0.446804255,0.054458036,1,0.36421485584549657
1720,2023,BTBD,BT Brands Inc,25,5.085276374,0.907108057,0.367679799,0.328504093,0.060256711,1,0.38430699615674163
1721,2023,BTCS,BTCS Inc,45,13.25559238,0.13605298,0.06394702,0.910174474,0.073686467,1,0.48193544770696245
1727,2023,BYRN,Byrna Technologies Inc,20,5.189985173,0.803443704,0.171821017,-0.212128524,0.044625983,1,0.42036310957936635
1735,2023,CART,Maplebear Inc,30,4.031944444,0.756756757,0.206028458,-0.361774879,0.039302439,1,0.5988361496085985
1739,2023,CBUS,Cibus Inc,35,1.79833711,0.00182917,0.259880027,1.082951403,0.09232348,1,1.0
1740,2023,CCCC,C4 Therapeutics Inc,35,6.55081725,0.053030268,0.347555569,-0.121512553,0.087572042,1,0.1794808801519865
1748,2023,CDNA,CareDx Inc,35,4.967427527,0.569447798,0.209336587,0.077961507,0.053294598,1,0.37555941250187624
1752,2023,CDXS,Codexis Inc,35,3.193910653,0.356558034,0.413687495,-0.426017513,0.054923299,1,0.4563372683711959
1758,2023,CELZ,Creative Medical Technology Holdings Inc,35,13.04727353,0.001637841,0.074488994,0.21450421,0.081469261,1,0.792133050251581
1765,2023,CEVA,CEVA Inc,45,5.866417488,0.340858471,0.149535793,-0.107603781,0.026854798,1,0.8105790322274015
1777,2023,CLDX,Celldex Therapeutics Inc,35,14.461629,0.013892193,0.082447699,-0.089885866,0.030086394,1,0.8760981676133249
1778,2023,CLFD,Clearfield Inc,45,10.21428079,0.919258695,0.113507934,-1.144975956,0.033094312,1,0.28465663157995347
1779,2023,CLIR,ClearSign Technologies Corp,20,4.222063888,0.116478957,0.228339261,0.739238355,0.055794196,1,0.6971087385172667
1784,2023,CLPT,ClearPoint Neuro Inc,35,7.111841838,0.452683619,0.386603453,-0.203211282,0.039480448,1,0.3149228789513227
1785,2023,CLRO,ClearOne Inc,45,9.219786179,0.279550065,0.123781174,0.229008658,0.051451226,1,0.2852647570211475
1799,2023,CODA,Coda Octopus Group Inc,45,12.46965538,0.391863844,0.065815362,-0.099529613,0.03266539,1,0.31068506244608246
1800,2023,CODX,Co-Diagnostic Inc,35,18.49765497,0.040366925,0.072566004,-0.643040317,0.052962983,1,0.2980918867063306
1817,2023,CRBU,Caribou Bioscience Inc,35,9.800472958,0.090581296,0.184197148,-0.14286814,0.054400659,1,0.22983073747322846
1818,2023,CRDF,Cardiff Oncology Inc,35,11.42836613,0.004502664,0.101297697,-8.74e-16,0.051950609,1,0.5104980939213366
1820,2023,CRIS,Curis Inc,35,7.508825231,0.108177666,0.632072549,0.02783483,0.05903659,1,0.24664752327196404
1822,2023,CRMD,CorMedix Inc,35,9.983835048,0.000430053,0.105633698,-0.105892251,0.042903998,1,1.0
1824,2023,CRNX,Crinetics Pharmaceuticals Inc,35,11.88792215,0.011797803,0.126456611,0.675871774,0.044376037,1,0.633401865975424
1829,2023,CRVO,CervoMed Inc,35,8.094664778,0.270687625,0.123187879,-0.048602929,0.053410862,1,0.22806985764858942
1834,2023,CSGP,CoStar Group Inc,60,13.14971027,0.277847317,0.181362866,0.118169283,0.017190437,1,0.93259213709351
1837,2023,CSTL,Castle Biosciences Inc,35,8.158225248,0.442502156,0.10761973,-0.054116032,0.062965291,1,0.15991088172713516
1841,2023,CTHR,Charles & Colvard Ltd,25,3.968230858,0.503245269,0.161728677,-0.786237627,0.047968784,1,0.4002293855779454
1842,2023,CTKB,Cytek Biosciences Inc,35,7.92678146,0.350710905,0.191438496,-0.104043861,0.039550862,1,0.29272134603472566
1848,2023,CUE,Cue Biopharma Inc,35,4.490921135,0.048505473,0.335370267,-0.007547198,0.044905839,1,0.5895908504422321
1849,2023,CURI,CuriosityStream Inc,50,2.202664619,0.421981216,0.239065295,-0.738403591,0.045522333,1,0.6516480929204004
1854,2023,CVRX,CVRx Inc,35,14.17886154,0.299920043,0.1863349,0.517954493,0.074925218,1,0.2156734763285064
1855,2023,CVV,CVD Equipment Corp,45,3.165492719,0.742491786,0.209977779,-0.241484497,0.059298713,1,0.45840855075433856
1861,2023,CYRX,Cryoport Inc,35,13.98111496,0.229571403,0.466232865,-0.117424336,0.045718055,1,0.20027703114044942
1869,2023,DATS,DatChat Inc,45,20.97205285,0.000379975,0.05184288,0.130053096,0.086984486,1,1.0
1880,2023,DIBS,1stdibs.com Inc,25,5.854392929,0.459668549,0.25081829,-0.113023381,0.028721223,1,0.7170574522014777
1889,2023,DNLI,Denali Therapeutics Inc,35,5.655171913,0.251890533,0.202842817,-0.252711414,0.033906493,1,0.5468932968472767
1890,2023,DNTH,Dianthus Therapeutics Inc,35,12.46238444,0.028284908,0.129261392,0.460815175,0.051751238,1,0.39664420197056166
1907,2023,DVAX,Dynavax Technologies Corp,35,9.921054254,0.373782352,0.397986152,0.276773667,0.019598529,1,0.8177618325729559
1912,2023,DYAI,Dyadic International Inc,35,5.960549987,0.25226225,0.177672016,0.154150692,0.044784392,1,0.414250415706535
1917,2023,EDIT,Editas Medicine Inc,35,6.427583004,0.04861165,0.289624,0.182519071,0.044461441,1,0.4879146734499704
1923,2023,ELSE,Electro-Sensors Inc,45,16.97844546,0.58767039,0.053856301,-0.16014772,0.021348594,1,0.5957640379781308
1931,2023,ENVX,Enovix Corp,20,10.9568266,0.00283966,0.388354359,0.032470431,0.059393062,1,0.2482822543932576
1935,2023,ERII,Energy Recovery Inc,20,9.53883672,0.52931564,0.133772909,-0.090279242,0.029486087,1,0.3560552596586477
1944,2023,EVGO,EVgo Inc,25,2.941391992,0.178403214,0.306306571,-0.138060282,0.054051603,1,0.5830567086848437
1948,2023,EVTV,Envirotech Vehicles Inc,25,10.89135717,0.154434238,0.048477227,-0.51669072,0.06565384,1,0.24111870195167964
1960,2023,EYEN,Eyenovia Inc,35,5.112459426,3.21e-05,0.523519353,0.192954799,0.046855229,1,1.0
1968,2023,FCEL,FuelCell Energy Inc,20,7.22748585,0.130214849,0.204302369,-0.508322532,0.04851636,1,0.2829849990571343
1969,2023,FCUV,Focus Universal Inc,45,3.207988981,0.030327693,0.144347412,-1.066126843,0.048668657,1,0.6405188872652401
1970,2023,FDMT,4D Molecular Therapeutics Inc,35,18.22049863,0.010170103,0.094232461,-0.018582401,0.044042868,1,0.4443336167139961
1982,2023,FLGT,Fulgent Genetics Inc,35,7.718015701,0.209220396,0.075211179,-0.058771318,0.027785003,1,0.7025611388853693
1991,2023,FONR,Fonar Corp,35,8.649219483,0.507111638,0.244545491,0.149135958,0.020246141,1,0.7732119068555193
2005,2023,FTEK,Fuel Tech Inc,20,7.080495658,0.554214462,0.115571995,-0.190226767,0.030962638,1,0.4561857657346296
2010,2023,FULC,Fulcrum Therapeutics Inc,35,17.59320791,0.009295343,0.089553298,-0.157320267,0.079070636,1,0.2064746257061775
2016,2023,GANX,Gain Therapeutics Inc,35,3.439629683,0.002828491,0.325764978,0.007686462,0.037841865,1,1.0
2017,2023,GBIO,Generation Bio Co,35,12.35539853,0.007593209,0.342662366,-0.888015915,0.081098946,1,0.16847322071748122
2019,2023,GDRX,GoodRx Holdings Inc,35,10.74720837,0.452059753,0.483247723,0.352419582,0.042607867,1,0.3195255975595374
2020,2023,GDYN,Grid Dynamics Holdings Inc,45,6.67013661,0.74315391,0.138601101,0.1714284,0.035411935,1,0.5202623492411887
2025,2023,GERN,Geron Corp,35,4.528712486,0.000878259,0.310764563,-0.128780879,0.045312737,1,0.8121348723782723
2031,2023,GLYC,GlycoMimetics Inc,35,8.087776378,0.001026287,0.124259828,-0.209491462,0.078875812,1,0.30693744877131934
2038,2023,GOVX,GeoVax Labs Inc,35,4.378361201,0.003801136,0.212615122,-0.553662223,0.057103254,1,0.48420249740520593
2042,2023,GRWG,GrowGeneration Corp,25,4.52530879,0.814407671,0.264861681,-0.488262258,0.051026172,1,0.36740468232180945
2044,2023,GSIT,GSI Technology Inc,45,5.992184896,0.395874171,0.143509523,0.440150678,0.101520134,1,0.21383293725964594
2049,2023,GURE,Gulf Resources Inc,15,11.27927738,0.145846193,0.068046947,-0.668606095,0.030589737,1,0.5205691764129765
2059,2023,HCWB,HCW Biologics Inc,35,5.601904434,0.069123505,0.259563717,-0.470003649,0.048618002,1,0.37004901192784534
2070,2023,HOOK,HOOKIPA Pharma Inc,35,3.568437916,0.119361893,0.428780737,0.012422567,0.059854417,1,0.44687846136282167
2072,2023,HOWL,Werewolf Therapeutics Inc,35,7.762773431,0.143527656,0.338221736,0.632827386,0.071414381,1,0.3550467194024201
2076,2023,HRMY,Harmony Biosciences Holdings Inc,35,4.698433865,0.740600585,0.380786433,-0.494469688,0.042280909,1,0.447585453158773
2091,2023,HYPR,Hyperfine Inc,35,13.67140696,0.082827671,0.081187225,0.298454209,0.059427332,1,0.3089522991341359
2095,2023,ICAD,iCAD Inc,35,2.742404706,0.362600324,0.326846917,-0.096849861,0.067420482,1,0.4637159168625753
2103,2023,IDYA,IDEAYA Biosciences Inc,35,15.1956016,0.051808557,0.066341314,0.716463662,0.035244859,1,1.0
2105,2023,IGMS,IGM Biosciences Inc,35,9.245487838,0.003833788,0.46192231,-0.712808219,0.056047694,1,0.2674200388816585
2109,2023,IKNA,Ikena Oncology Inc,35,9.927291255,0.078402943,0.120657414,-0.285140717,0.092505287,1,0.12767911678728142
2110,2023,IKT,Inhibikase Therapeutics Inc,35,7.734916343,0.013886657,0.133819795,-0.940253335,0.063891624,1,0.2594425286714296
2113,2023,IMMR,Immersion Corp,45,7.483359307,0.164667259,0.165538355,-0.04026258,0.020446797,1,1.0
2119,2023,INMB,INmune Bio Inc,35,4.521003045,0.003109038,0.268591772,0.517657686,0.045267949,1,0.9763413462067466
2134,2023,IOVA,Iovance Biotherapeutics Inc,35,4.951378095,0.000912742,0.219232645,0.285634143,0.052949083,1,1.0
2137,2023,IPGP,IPG Photonics Corp,45,7.9690113,0.490400481,0.118449974,0.117679423,0.023695898,1,0.6731109462706437
2138,2023,IPSC,Century Therapeutics Inc,35,9.378641977,0.005662647,0.404424057,-0.403455035,0.045406953,1,0.35062147733016624
2140,2023,IPWR,Ideal Power Inc,20,22.03933022,0.00903241,0.107769054,-0.337574807,0.034856578,1,0.5471518786628192
2144,2023,IRMD,iRadimed Corp,35,8.993761778,0.763376175,0.146655312,0.555045748,0.027073759,1,0.8327715998346137
2146,2023,ISPC,iSpecimen Inc,35,3.840281127,0.512993957,0.181691577,-1.034738864,0.050842951,1,0.3582919847746878
2151,2023,ITOS,iTeos Therapeutics Inc,35,19.56789675,0.092853525,0.114267433,-0.526591171,0.03850106,1,0.3529497883939177
2153,2023,IVDA,Iveda Solutions Inc,45,4.631037625,0.794992011,0.210744126,0.065597319,0.068224341,1,0.28860261207352217
2159,2023,JANX,Janux Therapeutics Inc,35,20.28332513,0.023432938,0.114089237,-0.2674414,0.049015747,1,0.31532189405773997
2175,2023,KIDS,OrthoPediatrics Corp,35,5.691524503,0.330239797,0.124837698,-0.231292439,0.026982355,1,0.7685083417355164
2183,2023,KOSS,Koss Corp,25,12.10811808,0.340920172,0.180166299,-0.388405025,0.030434638,1,0.3144084973144466
2186,2023,KRON,Kronos Bio Inc,35,9.444033998,0.014787021,0.212923679,-0.283674031,0.050460611,1,0.29879369859585597
2187,2023,KROS,Keros Therapeutics Inc,35,19.85666888,2.33e-05,0.086812931,-0.145127697,0.035239299,1,1.0
2190,2023,KRYS,Krystal Biotech Inc,35,15.64365187,0.013344391,0.056074985,0.448410243,0.032738522,1,1.0
2194,2023,KVHI,KVH Industries Inc,45,4.310081583,0.711847357,0.178405025,-0.648436136,0.033003061,1,0.6273280585718329
2195,2023,KYMR,Kymera Therapeutics Inc,35,6.34176479,0.079691685,0.241665469,0.024653294,0.043365714,1,0.44789118883428014
2196,2023,KZR,Kezar Life Sciences Inc,35,18.61898274,0.02553689,0.114751841,-1.987153152,0.051211554,1,0.2897638383082921
2200,2023,LASE,Laser Photonics Corporation,20,10.30029315,0.223560929,0.093639936,-0.542521385,0.076616462,1,0.12328554822319057
2201,2023,LASR,nLIGHT Inc,45,6.509867651,0.663844325,0.176881486,0.254175635,0.033827918,1,0.6309246272750094
2205,2023,LCID,Lucid Group Inc,25,5.335508616,0.08309333,0.422404341,-0.382236194,0.050200683,1,0.3728888042030057
2220,2023,LGVN,Longeveron Inc,35,3.167252196,0.039364118,0.297963792,-0.907428039,0.049600797,1,0.45085819604339794
2231,2023,LMFA,LM Funding America Inc,45,3.509549945,0.223201892,0.054007085,0.096932245,0.069576729,1,0.588366675400036
2238,2023,LOOP,Loop Industries Inc,15,6.407223973,0.003291817,0.225033022,0.41343327,0.04813762,1,0.6375329361093273
2241,2023,LPCN,Lipocine Inc,35,15.17053153,0.011108026,0.064440063,-0.922864063,0.052043825,1,0.444414405439526
2244,2023,LQDA,Liquidia Corp,35,7.94087284,0.149113274,0.428669117,0.680755401,0.039212704,1,0.7449783427684167
2254,2023,LUNG,Pulmonx Corp,35,8.759847573,0.33539738,0.278679873,0.531962505,0.035163332,1,0.5919496633794578
2257,2023,LXRX,Lexicon Pharmaceuticals Inc,35,7.23660377,0.002231067,0.441137718,-0.262866927,0.052075843,1,0.3549734425544003
2258,2023,LYEL,Lyell Immunopharma Inc,35,17.98495764,0.056262205,0.115083312,-0.549252975,0.059399164,1,0.22308533451701903
2260,2023,LYRA,Lyra Therapeutics Inc,35,6.596756495,0.012646472,0.267559977,0.528150407,0.047042867,1,0.6954578007335229
2267,2023,MARA,MARA Holdings Inc,45,13.04459731,0.197220308,0.512572883,1.932799329,0.074303196,1,0.7675797070183608
2269,2023,MASS,908 Devices Inc,45,9.508632056,0.215931178,0.187095521,0.42435906,0.052958788,1,0.33137832851987925
2272,2023,MBLY,Mobileye Global Inc,25,4.317662008,0.129823086,0.041786604,0.280933602,0.031918522,1,1.0
2284,2023,ME,23andMe Holding Co,35,2.792675589,0.296927121,0.240133407,-0.832409223,0.047688559,1,0.49810298963679767
2307,2023,MNOV,Medicinova Inc,35,19.22247289,0.014177158,0.050793212,-0.369262095,0.026765108,1,1.0
2310,2023,MNTK,Montauk Renewables Inc,55,3.721283985,0.531120481,0.31032628,-0.171791195,0.045240596,1,0.5879967770017414
2317,2023,MRIN,Marin Software Inc,45,4.668203767,0.547433995,0.243661566,-1.023559698,0.049699165,1,0.3190688176141485
2318,2023,MRKR,Marker Therapeutics Inc,35,3.691266189,0.116178256,0.313556056,0.675128692,0.088929761,1,0.40132464275698065
2322,2023,MRVI,Maravai LifeSciences Holdings Inc,35,7.762748189,0.183803333,0.606142288,-0.73720053,0.041711841,1,0.2973440914467751
2334,2023,MVIS,MicroVision Inc,45,4.514282158,0.016509168,0.259761198,0.098699372,0.055956112,1,0.46937642111199745
2335,2023,MVST,Microvast Holdings Inc,20,1.615690314,0.266627564,0.40900341,-0.075637425,0.067961178,1,0.7114118869963288
2352,2023,NEON,Neonode Inc,45,13.47983595,0.19880541,0.075181286,-0.881636053,0.069216861,1,0.13282611648141804
2353,2023,NEOV,NeoVolta Inc,20,119.6995516,0.401903121,0.00835425,-0.514319542,0.052965898,1,1.0
2360,2023,NMTC,NeuroOne Medical Technologies Corp,35,4.078639152,0.32581262,0.228232679,0.092781721,0.063025629,1,0.3624180336953501
2361,2023,NN,NextNav Inc,45,8.037743314,0.024053251,0.347282713,0.374489156,0.044529474,1,0.5224008071951768
2366,2023,NRIX,Nurix Therapeutics Inc,35,4.32526143,0.18983048,0.258862638,-0.050081385,0.046313139,1,0.513337585156168
2368,2023,NSSC,NAPCO Security Technologies Inc,45,6.576016461,1.067040153,0.161187019,0.242194255,0.049693705,1,0.36755093467388333
2374,2023,NTLA,Intellia Therapeutics Inc,35,9.516684411,0.037615867,0.170014962,-0.127899016,0.037527045,1,0.42340315339311196
2377,2023,NTRB,Nutriband Inc,35,3.18752,0.228756023,0.208962987,-0.428193372,0.06117899,1,0.4010721844999105
2382,2023,NVEC,NVE Corp,45,17.46104661,0.534137822,0.026752679,0.231893391,0.0278294,1,1.0
2384,2023,NVTS,Navitas Semiconductor Corp,45,5.616171301,0.143374272,0.173459252,0.804445701,0.044023471,1,0.8674672237209347
2390,2023,NXGL,NEXGEL Inc,35,4.804073034,0.337838161,0.330542732,0.456017423,0.049548112,1,0.5895558297786626
2392,2023,NXPL,NextPlat Corp,50,5.249688548,0.619145983,0.163563856,0.157185593,0.050210226,1,0.39338501333323156
2397,2023,OBIO,Orchestra BioMed Holdings Inc,35,7.63690754,0.032252792,0.262019225,-0.095011403,0.086636117,1,0.16769321009460272
2400,2023,OCGN,Ocugen Inc,35,5.327005907,0.05975138,0.217220031,-0.77652881,0.048216181,1,0.36715269902123754
2412,2023,OLPX,Olaplex Holdings Inc,30,9.780828566,0.277156162,0.528812197,-0.712640957,0.041044271,1,0.22135577954012767
2424,2023,OPRX,OptimizeRX Corp,35,12.56023003,0.49106525,0.057859882,-0.179288797,0.039832322,1,0.2740898620293822
2436,2023,OUST,Ouster Inc,45,4.395581608,0.199958302,0.351321976,-0.230677007,0.067089999,1,0.2904151658519964
2437,2023,OVID,Ovid Therapeutics Inc,35,13.67811674,0.002121838,0.169104041,0.506693366,0.03465638,1,0.7123648616634367
2457,2023,PGEN,Precigen Inc,35,2.404547523,0.031598457,0.270477646,-0.099372462,0.05905895,1,0.6326895001885185
2469,2023,PLRX,Pliant Therapeutics Inc,35,19.50908339,0.006870658,0.073878467,-0.047974674,0.039909398,1,0.6022710718353881
2473,2023,PLUR,Pluri Inc,35,8.420403805,0.004803624,0.658711059,-0.564529813,0.043886759,1,0.36962952000854093
2485,2023,POWI,Power Integrations Inc,45,9.059534042,0.561754196,0.101258383,0.14547259,0.021315382,1,0.682916289286713
2487,2023,POWW,AMMO Inc,25,4.919508764,0.353186395,0.097758145,0.170957764,0.037328792,1,0.6467021730235916
2493,2023,PRCT,PROCEPT BioRobotics Corp,35,7.69764637,0.361630564,0.358798407,0.057705917,0.040818707,1,0.3278075559645822
2502,2023,PSNL,Personalis Inc,35,5.388962476,0.271117116,0.28974085,0.043802582,0.068308959,1,0.25318646155095487
2506,2023,PTGX,Protagonist Therapeutics Inc,35,10.31199102,0.089254445,0.096880524,0.754753569,0.04417937,1,0.7151090646429752
2511,2023,PULM,Pulmatrix Inc,35,6.836726659,0.187470294,0.301195109,-0.828692719,0.027547379,1,0.5762873172032797
2512,2023,PXLW,Pixelworks Inc,45,5.860780707,0.541442527,0.300699435,-0.339738414,0.030415158,1,0.5705261370140038
2520,2023,QSI,Quantum-Si Incorporated,35,27.22864984,0.001926861,0.078193977,0.088369128,0.063242835,1,0.368993815146052
2521,2023,QTRX,Quanterix Corp,35,12.1400376,0.271300016,0.171409565,0.754229145,0.043881361,1,0.5313476863438233
2522,2023,QUBT,Quantum Computing Inc,45,0.740325107,0.003194996,0.131193807,-0.509729734,0.054635877,1,1.0
2528,2023,RCAT,Red Cat Holdings Inc,45,6.849082979,0.142786938,0.087581129,-0.046623312,0.050516359,1,0.338199060803724
2534,2023,RDVT,Red Violet Inc,45,9.505066956,0.703708517,0.06320889,-0.129014514,0.02762089,1,0.49217388000804607
2537,2023,REFR,Research Frontiers Inc,45,16.00352423,0.147711688,0.096154823,-0.712755634,0.031256487,1,0.4036026803365217
